"last_name, first_name","player_id","year","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","p_era","p_opp_batting_avg","p_opp_on_base_avg","p_total_stolen_base","p_pickoff_attempt_1b","p_pickoff_attempt_2b","p_pickoff_attempt_3b","p_pickoff_1b","p_pickoff_2b","p_pickoff_3b","p_out_fly","p_out_ground","p_out_line_drive","p_passed_ball","p_swinging_strike","p_total_pickoff","p_total_pickoff_attempt","p_total_pickoff_error","barrel_batted_rate","solidcontact_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_percent","meatball_swing_percent","iz_contact_percent","in_zone_swing_miss","in_zone_percent","edge_percent","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","groundballs_percent","flyballs_percent","linedrives_percent","popups_percent","pitch_hand","arm_angle","n_ff_formatted","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","ff_avg_break_z_induced","ff_avg_break","ff_range_speed","n_sl_formatted","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","sl_avg_break_z_induced","sl_avg_break","sl_range_speed","n_ch_formatted","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","ch_avg_break_z_induced","ch_avg_break","ch_range_speed","n_cu_formatted","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z","cu_avg_break_z_induced","cu_avg_break","cu_range_speed","n_si_formatted","si_avg_speed","si_avg_spin","si_avg_break_x","si_avg_break_z","si_avg_break_z_induced","si_avg_break","si_range_speed","n_fc_formatted","fc_avg_speed","fc_avg_spin","fc_avg_break_x","fc_avg_break_z","fc_avg_break_z_induced","fc_avg_break","fc_range_speed","n_fs_formatted","fs_avg_speed","fs_avg_spin","fs_avg_break_x","fs_avg_break_z","fs_avg_break_z_induced","fs_avg_break","fs_range_speed","n_kn_formatted","kn_avg_speed","kn_avg_spin","kn_avg_break_x","kn_avg_break_z","kn_avg_break_z_induced","kn_avg_break","kn_range_speed","n_st_formatted","st_avg_speed","st_avg_spin","st_avg_break_x","st_avg_break_z","st_avg_break_z_induced","st_avg_break","st_range_speed","n_sv_formatted","sv_avg_speed","sv_avg_spin","sv_avg_break_x","sv_avg_break_z","sv_avg_break_z_induced","sv_avg_break","sv_range_speed","n_fo_formatted","fo_avg_speed","fo_avg_spin","fo_avg_break_x","fo_avg_break_z","fo_avg_break_z_induced","fo_avg_break","fo_range_speed","n_sc_formatted","sc_avg_speed","sc_avg_spin","sc_avg_break_x","sc_avg_break_z","sc_avg_break_z_induced","sc_avg_break","sc_range_speed","n_fastball_formatted","fastball_avg_speed","fastball_avg_spin","fastball_avg_break_x","fastball_avg_break_z","fastball_avg_break_z_induced","fastball_avg_break","fastball_range_speed","n_breaking_formatted","breaking_avg_speed","breaking_avg_spin","breaking_avg_break_x","breaking_avg_break_z","breaking_avg_break_z_induced","breaking_avg_break","breaking_range_speed","n_offspeed_formatted","offspeed_avg_speed","offspeed_avg_spin","offspeed_avg_break_x","offspeed_avg_break_z","offspeed_avg_break_z_induced","offspeed_avg_break","offspeed_range_speed"
"Bibee, Tanner",676440,2025,16.8,8.6,".235",".458",".308","3.80",,,"1","17","3","0","1","0","0","23","49","10","0","59","1","20","0",10.3,5.1,3.7,40.4,65.7,13.8,41.7,56.9,47.1,70,86.2,36,52.9,45.1,19.9,44.4,37.5,30.9,31.6,44.1,27.9,17.6,10.3,"R",50.4,"31.8","94.6","2211","-5.9","-16.2","14.4","15.7","1.4",,,,,,,,,"12.4","81.3","1947","-15.5","-30.5","11","19.1","1.4","1.9","80.1","2664","10.3","-49.6","-6.8","12.6","1.4","16.4","93.9","2172","-15.1","-23","8.1","17.3","1.3","23.1","85.7","2658","8.4","-33.3","4.1","9.8","1.6",,,,,,,,,,,,,,,,,"14.3","82.7","2622","16.3","-40","0.2","16.4","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"71.4","91.5","2347","-3.4","-23.3","9.6","14.2","4.6","16.2","82.4","2627","15.6","-41.1","-0.6","16","1.7","12.4","81.3","1947","-15.5","-30.5","11","19.1","1.4"
"Williams, Gavin",668909,2025,27.3,12.8,".276",".448",".369","4.29",,,"1","15","4","0","1","0","0","20","34","8","0","93","1","19","0",11.6,4.5,2.7,43.8,64.9,18,54.8,45.2,53.2,71.8,82,44,46.8,42.2,30.5,46.1,31.3,45.5,23.2,40.2,28.6,26.8,4.5,"R",36.9,"50.8","97.1","2310","-10.7","-13.4","15.8","19.1","1.3",,,,,,,,,"0.2","87.6","1986","-5.4","-30.7","5","14.1","1.6","19.1","82.1","2510","9.7","-55.5","-14.5","17.5","1.7",,,,,,,,,"3","92.7","2272","-1.1","-23.6","8.2","8.4","1.5",,,,,,,,,,,,,,,,,"26.9","87.3","2303","9","-37.3","-1.3","9.5","1.7",,,,,,,,,,,,,,,,,,,,,,,,,"53.8","96.8","2308","-10.1","-14","15.3","18.5","1.7","46","85.1","2389","9.3","-44.8","-6.8","12.8","3.2","0.2","87.6","1986","-5.4","-30.7","5","14.1","1.6"
"Fedde, Erick",607200,2025,14.8,11.6,".228",".333",".319","3.44",,,"8","16","2","0","0","0","0","30","52","17","1","56","0","18","0",8.2,7,0,44.9,64.4,10,38,62,50.5,79.7,89.6,26,49.5,44.1,17.8,44.2,36.7,32.3,31,42.4,25.9,22.2,9.5,"R",34.3,,,,,,,,,,,,,,,,,"10.1","86.9","1824","-13.1","-33.6","2.7","13.7","1.3",,,,,,,,,"39.4","92.9","1944","-12.4","-21.9","9.9","16.1","1.2","24.6","90.2","2084","-0.2","-22.8","10.6","10.8","1.2",,,,,,,,,,,,,,,,,"25.9","82.5","2356","12.4","-35.3","5.1","13.7","1.3",,,,,,,,,,,,,,,,,,,,,,,,,"64","91.9","1998","-7.7","-22.3","10.2","14.1","1.9","25.9","82.5","2356","12.4","-35.3","5.1","13.7","1.3","10.1","86.9","1824","-13.1","-33.6","2.7","13.7","1.3"
"Márquez, Germán",608566,2025,11.7,7.6,".327",".503",".391","8.27",,,"3","11","0","0","0","0","0","26","40","8","0","37","0","11","0",5.2,9,2.2,44,70.4,7.7,41,57.8,49.7,81.3,91.9,16,50.3,42,17.1,49.4,43.3,35.1,21.6,41.8,24.6,26.9,7.5,"R",38.9,"29.4","95.3","2192","-9.6","-16.3","13.8","16.9","1.3","18.8","89.1","2336","0.1","-28.7","5.5","5.9","1.3","2.5","89.4","1629","-12.3","-24.9","9.2","15.4","1.3","21","86.4","2600","2.1","-37.5","-0.7","3.4","1.8","28.3","94.7","2138","-14.2","-19.7","10.8","17.9","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.7","95","2166","-11.8","-18","12.3","17.4","1.4","39.8","87.7","2475","1.2","-33.3","2.2","4.6","2.1","2.5","89.4","1629","-12.3","-24.9","9.2","15.4","1.3"
"Peralta, Freddy",642547,2025,25.5,8.8,".197",".306",".272","2.66",,,"7","10","0","0","0","0","0","27","42","14","0","105","0","10","0",6,4.5,5.3,34.6,70.4,17.7,51.7,47.7,59,83.3,82.3,43,41,41.7,30.7,46.8,35.3,38.3,26.3,37.6,28.6,23.3,10.5,"R",38.8,"58.2","94.8","2444","-4.6","-13.7","16.8","17.6","1.5","6.4","83.9","2538","7.5","-33.9","5.1","10.2","1.5","19.7","89.3","1853","-16.7","-31","3.5","17.2","1.4","15.7","80.3","2419","5.5","-48.6","-6.2","8.4","1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.2","94.8","2444","-4.6","-13.7","16.8","17.6","1.5","22.1","81.4","2454","6.1","-44.4","-2.9","8.9","2.2","19.7","89.3","1853","-16.7","-31","3.5","17.2","1.4"
"Roupp, Landen",694738,2025,23.6,7.9,".286",".441",".339","4.95",,,"5","12","0","0","0","0","0","22","39","8","0","74","0","12","0",7.4,4.1,9,30.3,60.6,17.5,47.8,51.3,54.3,68.6,80.4,33,45.7,46.6,28.8,44.2,44.3,35.2,20.5,46.7,25.4,23,4.9,"R",25.7,,,,,,,,,,,,,,,,,"11","87.5","1799","-16.8","-37.3","-1.3","17","1.4","42.9","76.6","3017","18.7","-54.4","-7.1","20.2","1","40","93","2130","-18.6","-27.8","4.1","19.1","1.1","6.1","90","2407","-1.7","-26.5","7.3","8.1","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.1","92.6","2167","-16.3","-27.6","4.5","17.6","1.6","42.9","76.6","3017","18.7","-54.4","-7.1","20.2","1","11","87.5","1799","-16.8","-37.3","-1.3","17","1.4"
"Priester, Quinn",682990,2025,15.5,14.2,".248",".416",".354","4.59",,,"1","7","0","0","0","0","0","16","44","7","1","50","0","7","0",6.7,5.8,3.8,36.5,65.4,14.2,42.9,54.3,52.3,74.5,85.2,26,47.7,39.9,22.1,43.1,37.5,43.3,19.2,54.8,22.1,18.3,4.8,"R",47,,,,,,,,,"28.8","85.3","2443","4.1","-38.4","-0.9","4.7","1.3","3.9","88.4","1422","-12.7","-30.7","4.1","13.7","1.4","9.2","80.2","2675","5.3","-52.5","-9.9","11.4","1.3","42.9","93.3","2018","-14.8","-23.9","7.6","16.7","1.2","15.2","92.3","2305","0.3","-19.9","12","12.2","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.1","93","2093","-10.8","-22.9","8.7","15.5","1.4","38","84.1","2499","4.4","-41.8","-3.1","6.3","2.6","3.9","88.4","1422","-12.7","-30.7","4.1","13.7","1.4"
"Warren, Will",701542,2025,27.9,9.5,".234",".380",".309","4.61",,,"5","6","2","0","0","0","0","11","37","18","0","68","0","8","0",11.8,4.5,2.7,51.8,56.1,19.6,44.1,55.9,52.7,65.5,80.4,39,47.3,40.7,27.4,38.9,36.4,43.6,20,46.4,19.1,30,4.5,"R",26.4,"35.7","93.1","2521","-9.2","-15.9","15.8","18.4","1.3",,,,,,,,,"15.2","87","1747","-15.5","-35.4","0.9","15.7","1.4","6.1","80.2","2899","13.6","-54","-11","17.6","1.6","17.6","92.9","2420","-17.5","-28","4.1","18","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"25.4","82.5","3027","20.1","-40.7","0.1","20.3","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"53.3","93.1","2488","-11.9","-19.9","11.9","18.3","1.4","31.6","82.1","3002","18.9","-43.3","-2.1","19.8","1.8","15.2","87","1747","-15.5","-35.4","0.9","15.7","1.4"
"Bradley, Taj",671737,2025,18.3,9.9,".235",".400",".314","4.24",,,"1","7","0","0","0","0","0","26","51","6","0","60","0","7","0",5.1,6.6,2.9,35.3,68.3,11.9,44.3,54.6,50.3,84,87.7,29,49.7,44.2,21.1,47.4,44.1,31.6,24.3,46.3,25.7,19.1,8.8,"R",53,"43","96.2","2329","-6.5","-11.6","17.9","19.2","1.4",,,,,,,,,,,,,,,,,"14","81.5","2563","4.5","-56.8","-15.4","16.2","1.5",,,,,,,,,"19.6","89.6","2214","4.3","-29.5","4.3","6.4","1.4","23.4","91.5","1723","-12.8","-25.2","7.3","15","1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.6","94.2","2293","-3.1","-17.2","13.7","15.2","3.6","14","81.5","2563","4.5","-56.8","-15.4","16.2","1.5","23.4","91.5","1723","-12.8","-25.2","7.3","15","1.3"
"Kelly, Merrill",518876,2025,19.9,5.8,".218",".383",".267","3.71",,,"6","21","0","0","2","0","0","30","58","11","0","66","2","21","0",10.5,8.6,3.9,44.7,67.4,13.1,39.1,60.9,50.6,66.1,86.5,34,49.4,44.3,21.1,48.1,34.2,38.2,27.6,45.4,27.6,19.7,7.2,"R",24.4,"28.3","91.7","2356","-9.2","-17.5","15.3","18","1.4","8.8","85.8","2339","2.3","-33.5","3.5","4.5","1.3","22.9","88.1","2157","-16","-35.2","0.2","16.1","1.3","11.3","81.6","2610","8.1","-51.2","-10","13","1.7","12.6","92.2","2215","-16.7","-26.1","6.3","18","1.3","16.1","90.3","2348","-2.5","-21.2","12.3","12.7","1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","91.4","2322","-9","-20.4","12.5","16.5","1.6","20.1","83.5","2492","5.6","-43.5","-4.1","9.3","2.6","22.9","88.1","2157","-16","-35.2","0.2","16.1","1.3"
"Gausman, Kevin",592332,2025,22.9,6,".226",".387",".269","3.97",,,"2","5","1","0","0","0","0","36","34","13","0","81","0","6","0",12.6,9.8,2.8,44.1,72,17.8,40.9,59.1,48.7,76.8,82.2,55,51.3,45.8,24.7,52.8,32.9,36.4,30.8,37.1,32.9,25.2,4.9,"R",37.4,"55.4","94.5","2290","-11.4","-13.1","17.8","21.2","1.9","10.5","83.2","2414","2.1","-38.5","1.1","4.6","2.1",,,,,,,,,,,,,,,,,"0.1","93.8","2269","-18.4","-14.7","16.6","24.7",,,,,,,,,,"34","86.5","1870","-17.3","-31.1","5.9","18.4","2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.5","94.5","2290","-11.4","-13.2","17.8","21.3","1.9","10.5","83.2","2414","2.1","-38.5","1.1","4.6","2.1","34","86.5","1870","-17.3","-31.1","5.9","18.4","2.1"
"Lugo, Seth",607625,2025,18.9,6.8,".230",".402",".285","3.02",,,"1","14","1","0","1","1","0","35","53","18","0","66","2","15","0",7.9,8.5,5.5,45.7,64,13.6,40.7,59.3,45.4,73.7,85.1,41,54.6,40.7,19.6,44.9,42.1,37.8,20.1,39.6,27.4,26.8,6.1,"R",32,"22.9","92","2351","-6.8","-16.8","15.4","17","1.6","4.4","85.7","2592","5","-33.4","3.6","7.1","1.7","7.9","86.8","1751","-15.1","-31.9","4.3","15.9","1.6","21.5","77.2","3046","15.1","-58.2","-11.6","19.7","3.6","15.5","91.5","2403","-15.5","-24","8.6","17.8","1.4","10.8","89.2","2454","1.7","-22.9","11.2","11.5","1.7","3.8","85.7","1524","-12.5","-31.4","5.7","14.1","1.8",,,,,,,,,"2.7","78.9","2680","11.6","-44.9","-0.7","12.1","2.4","10.5","79.1","2951","16.3","-49.6","-5.6","17.4","2.1",,,,,,,,,,,,,,,,,"49.2","91.3","2390","-7.7","-20.4","12.3","16","2","39.1","78.8","2945","14","-52.2","-7.5","17.1","4.3","11.7","86.4","1677","-14.2","-31.8","4.8","15.3","1.8"
"Quintana, Jose",500779,2025,17.4,8,".246",".389",".307","2.65",,,"0","9","0","0","1","0","0","20","35","11","0","32","1","9","0",8.7,5.8,1.9,42.7,62.2,10.8,32.4,67.6,52.8,64.9,88,17,47.2,45.7,17.5,42.6,29.1,43.7,27.2,45.6,25.2,23.3,5.8,"L",41,"9.9","90","2058","4.8","-17.7","16.3","17","1.2",,,,,,,,,"24.5","85.3","1314","15.3","-34.2","3.6","15.9","1.1","12.6","77.9","2169","-6.4","-51.8","-6.6","9.3","1.1","45.9","90.3","2069","14.5","-21.6","12.3","19.1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.1","78.4","2181","-10","-44.2","0.4","10.1","1.2",,,,,,,,,,,,,,,,,"55.8","90.2","2067","12.8","-20.9","13","18.8","1","19.7","78.1","2173","-7.7","-49.1","-4.1","9.6","1.1","24.5","85.3","1314","15.3","-34.2","3.6","15.9","1.1"
"Burke, Sean",680732,2025,15.2,11.5,".238",".433",".342","4.15",,,"0","20","0","0","3","0","0","39","36","13","0","73","3","20","0",12.5,7.4,10.3,41.9,67.7,17.8,46.1,51.7,52,80.6,81.7,43,48,40.2,25.5,44.5,36.8,41.2,22.1,35.3,34.6,24.3,5.9,"R",43.9,"41","94.1","2538","-3.7","-12.3","18.8","19.4","1.5","28.2","86.3","2525","5.5","-32.4","4.3","7.6","1.6","5.7","85.6","1867","-14.8","-27.3","10.3","18.1","1.3","18.1","78.6","2581","6.8","-60.3","-15.6","17.2","1.8","7","93.3","2381","-13","-15.9","15.7","20.5","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48","94","2515","-5.1","-12.8","18.4","19.5","1.5","46.3","83.3","2547","6","-43.3","-3.5","11.3","4.3","5.7","85.6","1867","-14.8","-27.3","10.3","18.1","1.3"
"Ray, Robbie",592662,2025,26.3,12.4,".206",".328",".303","3.04",,,"10","16","1","0","3","0","0","29","42","9","0","109","3","17","0",9.4,7,3.9,47.7,70.3,18.3,57.4,42.6,51,87.2,80.6,53,49,45,29.5,48.2,47.7,28.1,24.2,44.5,31.3,17.2,7,"L",46,"50.7","93.6","2373","7.8","-12.6","18.9","20.6","1.4","26.5","87.9","2289","0.4","-25.6","9.8","10.1","1.6","12.4","84.8","1660","10.7","-26.2","11.8","16.1","1.4","10.4","81.6","2158","-1.2","-45.5","-4.5","5","1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.7","93.6","2373","7.8","-12.6","18.9","20.6","1.4","36.9","86.1","2252","0","-31.2","5.8","8.6","3.4","12.4","84.8","1660","10.7","-26.2","11.8","16.1","1.4"
"Lively, Ben",594902,2025,16.3,8.4,".233",".393",".298","3.22",,,"7","20","3","0","0","0","0","41","31","14","0","42","0","23","0",10.4,8.2,0.7,44.8,67.5,11.7,30.5,68.3,47,83.3,88.3,30,53,42.1,16.2,47.1,32.1,31.3,36.6,30.6,38.1,23.1,8.2,"R",36.9,"28.8","89.7","2029","-8.7","-17.2","16.8","19.1","1.3","1.5","83","1894","1.4","-26","13.7","14.2","1.3","7.8","84.8","1639","-14.9","-29.2","8.8","17.4","1.3","6.8","77.6","2013","7.4","-50.4","-4.8","9","1.6","28.8","90.5","2018","-14","-20.3","13.2","19.4","1.3","8.6","84.2","1922","-1.6","-26.3","12.3","12.8","1.5",,,,,,,,,,,,,,,,,"17.7","79.9","2023","8.3","-40.5","2.5","9.2","2.6",,,,,,,,,,,,,,,,,,,,,,,,,"66.2","89.3","2010","-10.1","-19.7","14.7","18.4","2.6","26","79.5","2013","7.7","-42.3","1.2","9.4","2.7","7.8","84.8","1639","-14.9","-29.2","8.8","17.4","1.3"
"Greene, Hunter",668881,2025,34.7,4.5,".175",".343",".222","2.36",,,"4","10","2","0","0","0","0","35","22","10","0","124","0","12","0",10.5,5.7,4.8,42.9,74.3,26.3,54.7,45.3,43.4,72.1,73.4,80,56.6,41.4,33.7,56.8,27.6,38.1,34.3,30.5,41.9,19,8.6,"R",30.2,"58.6","99.2","2432","-9.3","-11.7","16.2","18.8","1","32.4","88.4","2436","5.6","-30.9","4","7.4","1.6",,,,,,,,,"0.3","84","2448","9.5","-39","-0.5","9.6","1.4",,,,,,,,,,,,,,,,,"8.7","88.1","1281","-9.5","-32.7","2.4","10.3","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.6","99.2","2432","-9.3","-11.7","16.2","18.8","1","32.7","88.4","2436","5.6","-31","3.9","7.4","1.6","8.7","88.1","1281","-9.5","-32.7","2.4","10.3","1.4"
"Lorenzen, Michael",547179,2025,20.5,6.8,".246",".448",".300","3.76",,,"2","12","0","0","0","0","0","33","47","15","0","83","0","12","0",8.8,5.7,3.1,40.3,66.4,14.5,46.4,53.6,47.9,78.1,84.8,41,52.1,45.5,23.6,48.3,33.3,39,27.7,39,30.2,22.6,8.2,"R",44.4,"27.8","94.4","2334","-10.9","-15","15.8","19.3","1.3","9.2","85","2568","3.9","-38.1","-0.2","5.2","1.8","18","83.9","1951","-15.7","-30","9","18.2","1.4","14.1","82.4","2534","2","-52.8","-12.6","12.9","1.5","12.3","93.8","2193","-16.3","-21.3","9.8","19.1","1.4","11.4","90.9","2509","-1.2","-23.7","9.4","9.8","1.4",,,,,,,,,,,,,,,,,"7.2","83.2","2503","12.5","-41.8","-2","13","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"51.5","93.5","2339","-10","-18.4","13","17.2","2","30.5","83.4","2537","5.1","-45.8","-6.3","10.6","2","18","83.9","1951","-15.7","-30","9","18.2","1.4"
"Soriano, José",667755,2025,19,10.4,".270",".347",".345","3.46",,,"0","11","3","1","0","0","0","13","73","11","0","86","0","15","0",9.6,3.2,5.8,48.1,64.8,12.9,59,41,51.2,72.7,86.7,33,48.8,43.2,25.8,44,32.7,50,17.3,62.8,11.5,22.4,3.2,"R",39.1,"7.8","97.5","2181","-8","-15.3","13.6","15.9","1.2","8.3","88.4","2406","2","-36","-1","3.5","1.9",,,,,,,,,"25.4","84.9","2494","12.2","-48.3","-10.1","15.9","1.2","48.6","96.7","1909","-13","-25.3","3.9","13.7","1.2",,,,,,,,,"9.9","91.8","1459","-10.3","-32.4","-0.1","10.6","1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.4","96.8","1946","-12.3","-23.9","5.2","14","1.2","33.7","85.7","2472","9.7","-45.3","-7.8","12.9","2.2","9.9","91.8","1459","-10.3","-32.4","-0.1","10.6","1.4"
"Wilson, Bryse",669060,2025,12.4,9.2,".331",".566",".395","4.88",,,"6","9","3","0","0","1","0","20","24","10","0","36","1","12","2",11,5.9,4.2,43.2,66.4,11.1,28.4,69.5,54.2,77.8,88.9,20,45.8,43.9,17.1,46.5,36.4,33.9,29.7,37.3,29.7,28.8,4.2,"R",39.1,"12.3","92.2","2189","-8.3","-16.3","16.1","18.2","1.3",,,,,,,,,"19.3","85.8","1723","-18.1","-32.9","4.5","18.7","1.3","17.7","80.4","2456","15.4","-43.6","-0.9","15.7","1.7","26","91.9","2115","-17","-24.8","7.8","18.8","1.2","24.7","88.1","2119","1.9","-25.7","9.4","9.9","1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63","90.4","2131","-7.9","-23.5","10.1","15.2","2.4","17.7","80.4","2456","15.4","-43.6","-0.9","15.7","1.7","19.3","85.8","1723","-18.1","-32.9","4.5","18.7","1.3"
"Sale, Chris",519242,2025,30.2,6.1,".281",".432",".341","3.97",,,"14","11","0","0","0","0","0","28","34","6","1","116","0","11","0",9.2,1.5,2.3,31.5,65.5,19.9,59.2,39.4,48.6,74,79.5,58,51.4,45.6,32.7,50,33.1,37.7,29.2,40,31.5,23.1,5.4,"L",8.1,"40.8","94.7","2215","14.3","-21.6","9.1","17.1","2.1","46.9","78.9","2286","-9.6","-46.8","-2.6","10.5","2.8","9.3","86.4","1790","15.7","-37.7","-0.9","15.9","1.8",,,,,,,,,"3","93.5","2042","17.3","-29.7","1.6","17.4","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.8","94.6","2203","14.5","-22.1","8.5","17.1","2.1","46.9","78.9","2286","-9.6","-46.8","-2.6","10.5","2.8","9.3","86.4","1790","15.7","-37.7","-0.9","15.9","1.8"
"Liberatore, Matthew",669461,2025,22.8,3.8,".226",".311",".255","3.11",,,"4","10","0","0","0","0","0","32","46","12","0","71","0","10","0",8.1,3.7,5.2,46.7,65.6,13.2,51.9,48.1,47.9,66,85.9,30,52.1,43.1,25.5,50.2,38.5,36.3,25.2,46.7,25.9,23.7,3.7,"L",45.6,"25.5","94.5","2056","7","-14.1","16.6","18.1","1.2","25.6","86.4","2704","-4.6","-36.9","-0.5","5.1","1.5","11.6","89.1","1775","14.9","-24.8","9.7","18","1.4","9","77.9","2926","-10.5","-64.4","-18.4","21.3","1.5","14.2","94.4","2080","13","-16.5","14.3","19.4","1.4","14","90.3","2502","-3","-24.3","9","9.8","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.7","93.4","2179","5.9","-17.4","14","16.3","2.4","34.7","84.2","2762","-6.1","-44.1","-5.2","9.3","4.1","11.6","89.1","1775","14.9","-24.8","9.7","18","1.4"
"Ober, Bailey",641927,2025,19,5.7,".277",".436",".322","3.72",,,"3","4","2","0","0","0","0","39","37","10","0","95","0","6","0",7,8.3,5.7,42,66.8,15.7,47.7,52.3,47.9,79.2,83.9,43,52.1,44,25.9,51.1,45.9,31.8,22.3,33.1,31.2,26.1,9.6,"R",34,"38.8","90.6","2280","-7.8","-16.4","17","18.9","1.1","17.5","83.6","2026","4.5","-33.8","5.1","7.2","1.4","28.3","83.3","2006","-18","-33.6","6","19.1","1.2","4.7","75.6","2114","6.9","-55.5","-7.6","10.5","1.4","2.5","91.1","2125","-14.9","-21.4","11.7","19.1","1.3",,,,,,,,,,,,,,,,,,,,,,,,,"8.1","79.3","2059","12.1","-42.9","1","12.5","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"41.3","90.6","2271","-8.2","-16.7","16.7","18.9","1.1","30.4","81.2","2048","6.9","-39.6","2","9.1","3.4","28.3","83.3","2006","-18","-33.6","6","19.1","1.2"
"Holmes, Clay",605280,2025,23.6,8.4,".242",".324",".310","3.14",,,"2","12","0","0","0","0","0","18","50","16","0","63","0","12","0",7.4,8.8,3.7,43.4,60.6,11.9,43.8,56.2,49,73.3,87.7,29,51,44.1,21.6,44.2,45.6,35.3,19.1,52.9,17.6,25,4.4,"R",45.2,"8.4","92.7","2306","-7","-17","15.1","16.9","1.4","14.1","85","2556","1.8","-41.7","-3.7","4.7","1.4","15.5","87.8","1192","-14.5","-35.1","0.6","14.8","1.3",,,,,,,,,"37.5","93.3","2187","-14.9","-27.6","4.1","15.6","1.4","9","89.7","2406","0.3","-28.5","5.5","6","1.8",,,,,,,,,,,,,,,,,"15.5","81.2","2778","17.1","-48.4","-6.3","18.4","1.2",,,,,,,,,,,,,,,,,,,,,,,,,"54.9","92.6","2242","-11.2","-26.1","6","14.3","2","29.6","83","2672","9.8","-45.2","-5.1","11.9","2.4","15.5","87.8","1192","-14.5","-35.1","0.6","14.8","1.3"
"Cease, Dylan",656302,2025,28.6,8.9,".247",".396",".317","4.60",,,"3","4","0","0","0","0","0","25","32","9","1","121","0","4","0",10.4,10.4,3.2,38.4,71.5,20.3,57.7,42.3,54.1,72.5,79.7,55,45.9,42.9,32.8,49.5,47.2,32.8,20,37.6,28,24,10.4,"R",50.5,"36","96.8","2538","-4.2","-10.4","19.2","19.7","1.3","48.7","88.9","2735","1","-31","3.8","4.6","1.5","4.1","77.3","1681","-8.5","-28.4","17.9","19.9","2.1","7.2","80.8","2679","4","-58.4","-15.7","16.3","1.7","2.8","95.8","2447","-11.2","-15.6","14.5","18.4","1.4",,,,,,,,,,,,,,,,,,,,,,,,,"1.2","83.1","2833","12.9","-47.1","-6.9","15.1","1.5",,,,,,,,,,,,,,,,,,,,,,,,,"38.8","96.7","2532","-4.7","-10.7","18.8","19.6","1.3","57.1","87.8","2730","1.6","-34.7","1.1","6.3","3.4","4.1","77.3","1681","-8.5","-28.4","17.9","19.9","2.1"
